"Program","xPONENT","","Intelliflex"
"Build","2.1.1015"
"Date","2025-05-07","12:07"



"SN","IFLEXS22334001"
"Batch","Mouse Metabolic 5-7-25"
"Version","1"
"Operator",""
"ComputerName","INTELLIFLEX-PC"
"Country Code","409"
"ProtocolName",""
"ProtocolVersion","N/A"
"ProtocolDescription",""
"ProtocolDevelopingCompany",""
"PanelName","Mouse Metabolic MMHE-44K [v1]"
"MaxSampleUptakeVolume","50 ul"
"DDGate","8000 to 15000"
"SampleTimeout","50 sec"
"BatchStartTime","2025-05-07 11:33"
"BatchStopTime","2025-05-07 12:06"
"BatchDescription",""
"ProtocolPlate","Name","","Type","96","Plates","1"
"ProtocolMicrosphere","Map","","Type","","Count",""
"ProtocolAnalysis","Off"
"NormBead","None"
"ProtocolHeater","Off"
"ProtocolOperatingMode","xMAP INTELLIFLEX® High Sensitivity"
"BeadType","MagPlex"
"PrePlateRoutine",""
"PostPlateRoutine","Wash"
"PostWellRoutine",""
"PlateReadDirection","Vertical"


"Most Recent Calibration and Control Results:"
"Last Calibration","Calibrated 05/07/2025 10:49"
"Last Verification","Verified 05/07/2025 10:53"
"Last Fluidics Test","Verified 05/07/2025 10:55"

"CALInfo:"
"Classification Calibrator"
"Lot","ExpirationDate","CalibrationTime","CL1 Calibrated","CL1 Gain Final Volts","CL2 Calibrated","CL2 Gain Final Volts","CL3 Calibrated","CL3 Gain Final Volts","EDR Gain Calibrated","EDR Gain Final Volts","Lx200 RP1 High Gain Calibrated","Lx200 RP1 High Gain Final Volts","Lx200 RP1 Low Gain Calibrated","Lx200 RP1 Low Gain Final Volts","DDMag Calibrated","DDMag Gain Final Volts","DDMicro Calibrated","DDMicro Gain Final Volts","Standard RP1 Gain Calibrated","Standard RP1 Gain Final Volts"
"C07684","07/09/2026 00:00","05/07/2025 10:49","True","82.50","True","86.38","True","82.09","True","83.68","True","564.28","True","459.32","True","55.08","True","83.64","True","578.18"

"Samples","96","Min Events","","Per Bead"

"Results"

"DataType:","Median"
"Location","Sample","C-peptide","Ghrelin","GIP total","GLP-1 total","IL-6","Glucagon","Insulin","Leptin","MCP-1","Secretin","PP","PYY","Resistin","TNFa","Amylin","Total Events"
"21(1,E3)","Unknown3","54691.44922","849.78613","14095.07227","5732.31299","929.83398","198.16089","65449.60938","159636.42188","319.81201","1242.61279","1634.9502","782.4292","311170.9375","3401.88281","1193.98999","1181"
"22(1,F3)","Unknown4","61447.55078","891.5542","80659.79688","14174.25391","1426.98926","14578.82324","53052.78125","242422.375","433.39697","2483.23096","2576.78906","9724.39355","390263.09375","3965.89062","1182.19971","1080"
"23(1,G3)","Unknown5","40341.11328","1173.22217","26793.33203","8698.73633","581.12354","15721.19043","67514.34375","140452.01562","13.98096","1747.02295","1857.71094","6612.0127","282648.59375","2247.69824","669.82324","991"
"24(1,H3)","Unknown6","53581.04297","1642.42969","67837.04688","8410.8457","2246.84766","30436.79688","102793.10938","308672.0625","356.12622","1687.13867","1967.68555","10474.06348","438399.03125","3328.95068","1357.80566","966"
"25(1,A4)","Control1","40344.61328","46682.48047","22519.07031","74349.58594","40378.04688","407129.28125","216428.4375","86805.95312","29402.92773","84244.5625","23248.97656","52884.78125","87299.46094","24184.25586","92965.67188","1181"
"26(1,B4)","Control2","140273.5625","182902.40625","80655.9375","338598.4375","124347.73438","1418976","553146.6875","196516.98438","166849.89062","218038.375","122841.80469","282711.78125","256584.95312","83462.70312","297336.28125","1035"
"27(1,C4)","Unknown1","33583.15234","373.70264","54673.89062","5455.04736","933.15088","22104.1543","45056.4375","230376.07812","236.71582","1535.60254","1415.02148","3646.26074","261751.45312","1658.41895","508.85596","1203"
"28(1,D4)","Unknown2","34600.88281","373.99194","48960.39844","12787.15234","559.63037","31579.60156","39958.30078","252831.57812","363.75293","2215.10791","3071.35742","6471.89551","343850.71875","3612.49121","636.02515","1007"
"29(1,E4)","Unknown3","54691.44922","849.78613","14095.07227","5732.31299","929.83398","198.16089","65449.60938","159636.42188","319.81201","1242.61279","1634.9502","782.4292","311170.9375","3401.88281","1193.98999","1314"
"30(1,F4)","Unknown4","61447.55078","891.5542","80659.79688","14174.25391","1426.98926","14578.82324","53052.78125","242422.375","433.39697","2483.23096","2576.78906","9724.39355","390263.09375","3965.89062","1182.19971","1180"
"31(1,G4)","Unknown5","40341.11328","1173.22217","26793.33203","8698.73633","581.12354","15721.19043","67514.34375","140452.01562","13.98096","1747.02295","1857.71094","6612.0127","282648.59375","2247.69824","669.82324","996"
"32(1,H4)","Unknown6","53581.04297","1642.42969","67837.04688","8410.8457","2246.84766","30436.79688","102793.10938","308672.0625","356.12622","1687.13867","1967.68555","10474.06348","438399.03125","3328.95068","1357.80566","1068"
"33(1,A5)","Unknown7","21927.05859","-83.99707","13830.17578","1605.94775","565.48071","3300.45581","27673.9082","160987.51562","62.02441","808.94775","13.69922","1820.58789","311921.96875","4889.94238","556.27783","973"
"34(1,B5)","Unknown8","16782.36328","574.47607","33710.96094","7213.354","1365.77588","12518.49512","20972.82812","139472.125","131.14697","1244.95654","554.54102","3633.79102","332720.96875","1702.09961","738.2561","1155"
"35(1,C5)","Unknown9","59348.23828","2111.96973","41887.87891","5739.10205","768.24463","22436.4707","90653.21875","227397.51562","39.39844","1716.60498","674.26367","8355.03613","591700.125","4287.68555","1300.57031","1107"
"36(1,D5)","Unknown10","70147.9375","3636.75781","131663.51562","15764.62109","849.12158","82277.3125","219114.5625","236202.20312","203.44287","6258.78369","3547.39062","19389.73047","331733.90625","3070.53027","2676.47119","1116"
"37(1,E5)","Unknown11","16511.66797","1284.68457","30750.89844","6070.15479","999.6748","25687.30859","44793.21094","165319.07812","60.28027","1245.36475","1805.10254","5618.43066","208149.8125","1224.87207","810.15527","1022"
"38(1,F5)","Unknown12","59329.71484","2595.91895","29048.39844","8616.60742","861.83032","14443.34668","82865.27344","81020.26562","312.86084","4611.9585","1381.44141","10234.99707","341912.96875","1167.15771","2057.73584","1013"
"39(1,G5)","Unknown13","28328.47266","4099.1748","53200.32422","10396.08594","1210.13354","90876.48438","159454.03125","215886.65625","220.65479","2345.89014","1845.21973","12424.74707","376882.78125","3560.7666","1627.50146","1297"
"40(1,H5)","Unknown14","20038.83398","949.67969","59370.18359","7318.08643","1959.82227","16935.10547","67648.625","321422.25","173.97266","1894.93799","1151.01172","12553.67285","495405.46875","4089.2793","1193.19678","1196"
"41(1,A6)","Unknown7","21927.05859","-83.99707","13830.17578","1605.94775","565.48071","3300.45581","27673.9082","160987.51562","62.02441","808.94775","13.69922","1820.58789","311921.96875","4889.94238","556.27783","1303"
"42(1,B6)","Unknown8","16782.36328","574.47607","33710.96094","7213.354","1365.77588","12518.49512","20972.82812","139472.125","131.14697","1244.95654","554.54102","3633.79102","332720.96875","1702.09961","738.2561","1152"
"43(1,C6)","Unknown9","59348.23828","2111.96973","41887.87891","5739.10205","768.24463","22436.4707","90653.21875","227397.51562","39.39844","1716.60498","674.26367","8355.03613","591700.125","4287.68555","1300.57031","1139"
"44(1,D6)","Unknown10","70147.9375","3636.75781","131663.51562","15764.62109","849.12158","82277.3125","219114.5625","236202.20312","203.44287","6258.78369","3547.39062","19389.73047","331733.90625","3070.53027","2676.47119","1205"
"45(1,E6)","Unknown11","16511.66797","1284.68457","30750.89844","6070.15479","999.6748","25687.30859","44793.21094","165319.07812","60.28027","1245.36475","1805.10254","5618.43066","208149.8125","1224.87207","810.15527","996"
"46(1,F6)","Unknown12","59329.71484","2595.91895","29048.39844","8616.60742","861.83032","14443.34668","82865.27344","81020.26562","312.86084","4611.9585","1381.44141","10234.99707","341912.96875","1167.15771","2057.73584","1117"
"47(1,G6)","Unknown13","28328.47266","4099.1748","53200.32422","10396.08594","1210.13354","90876.48438","159454.03125","215886.65625","220.65479","2345.89014","1845.21973","12424.74707","376882.78125","3560.7666","1627.50146","1181"
"48(1,H6)","Unknown14","20038.83398","949.67969","59370.18359","7318.08643","1959.82227","16935.10547","67648.625","321422.25","173.97266","1894.93799","1151.01172","12553.67285","495405.46875","4089.2793","1193.19678","952"
"49(1,A7)","Unknown15","37791.05078","852.90234","11113.41699","6895.94287","246.5083","1817.19604","91678.42188","157264.73438","468.77832","1122.41943","1272.54492","1678.77637","90256.78906","1759.66357","1380.39648","708"
"50(1,B7)","Unknown16","43183.02734","300.60938","69158.64062","12851.84375","1055.74561","11662.52539","72315.95312","297087.21875","178.5293","2870.43604","3762.71289","8841.09473","400064.15625","3023.41602","1120.36084","1006"
"51(1,C7)","Unknown17","38973.11719","850.25049","42571.35156","10112.18359","1127.56982","24428.83984","43373.57031","238088.57812","483.58154","4194.5835","2556.24023","13840.53223","378505.09375","5164.49805","1363.27051","1127"
"52(1,D7)","Unknown18","48525.09766","2629.30273","89207.33594","17411.875","3618.91699","61877.64062","48557.24219","302564.96875","421.75342","3066.36279","5321.73828","11664.73145","415737.21875","6196.69238","1704.60791","1051"
"53(1,E7)","Unknown19","20974.50391","3062.97852","45563.49219","6386.55127","983.15649","36048.8125","18239.98633","158478.73438","183.18604","3159.74854","1383.87109","10545.58496","280478.0625","-262.17285","950.99487","1101"
"54(1,F7)","Unknown20","21549.23438","4132.09766","84435.91406","10147.72852","716.62354","41092.20312","22741.53711","235319.89062","118.79199","2892.08643","3303.9668","7267.66211","360940.03125","-244.46045","1362.51611","1075"
"55(1,G7)","Unknown21","150847.4375","492.36597","22482.05078","7806.75244","520.55347","8299.03027","301464.875","257380.82812","67.33179","1808.38281","1923.3623","3282.69727","337977.09375","2866.58008","1772.3833","1236"
"56(1,H7)","Unknown22","197237.79688","284.25195","50000.14062","29002.65625","626.29736","16192.02441","535351.125","245786.39062","208.13916","2645.45264","3032.52734","8342.65332","426464.3125","1716.48438","7077.54248","1031"
"57(1,A8)","Unknown15","37791.05078","852.90234","11113.41699","6895.94287","246.5083","1817.19604","91678.42188","157264.73438","468.77832","1122.41943","1272.54492","1678.77637","90256.78906","1759.66357","1380.39648","1091"
"58(1,B8)","Unknown16","43183.02734","300.60938","69158.64062","12851.84375","1055.74561","11662.52539","72315.95312","297087.21875","178.5293","2870.43604","3762.71289","8841.09473","400064.15625","3023.41602","1120.36084","1057"
"59(1,C8)","Unknown17","38973.11719","850.25049","42571.35156","10112.18359","1127.56982","24428.83984","43373.57031","238088.57812","483.58154","4194.5835","2556.24023","13840.53223","378505.09375","5164.49805","1363.27051","1069"
"60(1,D8)","Unknown18","48525.09766","2629.30273","89207.33594","17411.875","3618.91699","61877.64062","48557.24219","302564.96875","421.75342","3066.36279","5321.73828","11664.73145","415737.21875","6196.69238","1704.60791","1120"
"61(1,E8)","Unknown19","20974.50391","3062.97852","45563.49219","6386.55127","983.15649","36048.8125","18239.98633","158478.73438","183.18604","3159.74854","1383.87109","10545.58496","280478.0625","-262.17285","950.99487","1063"
"62(1,F8)","Unknown20","21549.23438","4132.09766","84435.91406","10147.72852","716.62354","41092.20312","22741.53711","235319.89062","118.79199","2892.08643","3303.9668","7267.66211","360940.03125","-244.46045","1362.51611","1101"
"63(1,G8)","Unknown21","150847.4375","492.36597","22482.05078","7806.75244","520.55347","8299.03027","301464.875","257380.82812","67.33179","1808.38281","1923.3623","3282.69727","337977.09375","2866.58008","1772.3833","1084"
"64(1,H8)","Unknown22","197237.79688","284.25195","50000.14062","29002.65625","626.29736","16192.02441","535351.125","245786.39062","208.13916","2645.45264","3032.52734","8342.65332","426464.3125","1716.48438","7077.54248","1092"
"65(1,A9)","Unknown23","59937.00391","1044.2124","71216.58594","18934.1543","405.24609","59633.58594","136236.53125","191926.32812","382.78735","4093.97852","6053.26172","11610.08496","272328.90625","1500.58252","2283.09424","1208"
"66(1,B9)","Unknown24","22888.39453","5858.77051","27248.5","13846.35742","230.38306","41140.71094","33924.14453","150135.82812","-70.64868","3529.47021","3495.08984","8703.94336","394623.34375","1802.16064","1443.42529","1090"
"67(1,C9)","Unknown25","27775.79883","1724.62207","84923.65625","7230.85107","1423.24756","35379.21875","44419.32031","303882.5625","803.11133","2910.34521","2398.73438","13616.85449","339027.84375","5589.22559","2242.83789","1018"
"68(1,D9)","Unknown26","111061.53125","3187.36426","73121.9375","7237.64111","943.05396","84141.02344","224155.25","370851.8125","377.29443","2617.20459","2918.6416","14166.11426","461704.75","4189.58691","10413.68945","974"
"69(1,E9)","Unknown27","20032.50781","1261.74365","39176.96484","6970.17627","664.56641","24039.89062","21301.24414","160977.73438","11.09326","2007.64062","658.14453","5832.24121","286861.25","2112.92383","1882.10498","1111"
"70(1,F9)","Unknown28","39464.57812","7393.10547","43425.71875","6945.75635","527.00781","21054.62695","68581.70312","143598.85938","234.30713","1905.07031","1316.96875","4788.37207","244720.98438","2132.93066","1485.47949","971"
"71(1,G9)","Unknown29","15195.375","2576.42383","69256.25","17191.125","904.35938","58854.42188","44453.94141","189556.9375","257.01538","1994.80322","1812.73633","7737.3916","360182.78125","2778.28027","3023.82666","1215"
"72(1,H9)","Unknown30","13686.97266","1619.61035","77175.125","8025.26025","1467.18848","25268.49219","80846.625","294386.75","169.56982","2323.23193","2111.0625","15947.39941","520279.90625","4524.0625","2234.68945","1002"
"73(1,A10)","Unknown23","59937.00391","1044.2124","71216.58594","18934.1543","405.24609","59633.58594","136236.53125","191926.32812","382.78735","4093.97852","6053.26172","11610.08496","272328.90625","1500.58252","2283.09424","1034"
"74(1,B10)","Unknown24","22888.39453","5858.77051","27248.5","13846.35742","230.38306","41140.71094","33924.14453","150135.82812","-70.64868","3529.47021","3495.08984","8703.94336","394623.34375","1802.16064","1443.42529","977"
"75(1,C10)","Unknown25","27775.79883","1724.62207","84923.65625","7230.85107","1423.24756","35379.21875","44419.32031","303882.5625","803.11133","2910.34521","2398.73438","13616.85449","339027.84375","5589.22559","2242.83789","1145"
"76(1,D10)","Unknown26","111061.53125","3187.36426","73121.9375","7237.64111","943.05396","84141.02344","224155.25","370851.8125","377.29443","2617.20459","2918.6416","14166.11426","461704.75","4189.58691","10413.68945","1030"
"77(1,E10)","Unknown27","20032.50781","1261.74365","39176.96484","6970.17627","664.56641","24039.89062","21301.24414","160977.73438","11.09326","2007.64062","658.14453","5832.24121","286861.25","2112.92383","1882.10498","1120"
"78(1,F10)","Unknown28","39464.57812","7393.10547","43425.71875","6945.75635","527.00781","21054.62695","68581.70312","143598.85938","234.30713","1905.07031","1316.96875","4788.37207","244720.98438","2132.93066","1485.47949","1174"
"79(1,G10)","Unknown29","15195.375","2576.42383","69256.25","17191.125","904.35938","58854.42188","44453.94141","189556.9375","257.01538","1994.80322","1812.73633","7737.3916","360182.78125","2778.28027","3023.82666","1073"
"80(1,H10)","Unknown30","13686.97266","1619.61035","77175.125","8025.26025","1467.18848","25268.49219","80846.625","294386.75","169.56982","2323.23193","2111.0625","15947.39941","520279.90625","4524.0625","2234.68945","1096"
"81(1,A11)","Unknown31","66207.45312","451.01611","22126.71875","7333.146","348.92163","12063.02051","107406.21875","203041.14062","50.91333","1399.6665","290.31055","4689.50879","228769.23438","4874.82812","989.53906","1338"
"82(1,B11)","Unknown32","21720.07812","471.80542","18794.48828","40444.04297","649.7063","8813.66504","20219.59375","205304.01562","217.45972","6029.74463","1916.4834","7340.4873","473052.59375","8337.64844","761.29688","1023"
"83(1,C11)","Unknown33","44242.84375","2293.70117","74282.01562","7467.3667","932.38599","23546.89844","76311.03125","253337.28125","30.24194","1764.08789","3191.84961","14380.48145","477412.125","5222.56738","2517.66211","1149"
"84(1,D11)","Unknown34","87913.27344","3409.27344","56647.83594","11796.62695","851.29443","45387.99219","285776.25","179408.03125","372.08716","2655.96045","2116.08789","10411.12793","282898.5","1952.61719","5581.31689","1201"
"85(1,E11)","Unknown35","38772.14453","1581.34131","48344.39062","7745.91162","417.19336","71217.10938","79076.3125","174200.14062","-119.94653","2448.89697","1869.72656","7224.89648","248551.70312","2759.40283","1034.54858","1029"
"86(1,F11)","Unknown36","47034.98828","4858.90625","42446.55469","23608.08594","397.97656","25155.66797","31315.60352","200542.45312","-88.93262","10453.30273","3538.14844","16484.15234","397968.46875","5447.29199","612.85596","1184"
"87(1,G11)","Unknown37","228403.625","174.2373","29147.17969","22488.07422","452.32471","11808.91504","618247.875","147695.17188","45.14868","1736.12939","3274.08203","4166.8252","461436.78125","3115.87988","3710.4873","1155"
"88(1,H11)","Unknown38","33696.85547","3843.32812","40898.67969","16299.16797","227.13086","11143.73047","38465.09766","90760.79688","38.11523","3884.83838","2293.17285","6389.40918","298207.21875","5904.55664","2130.26416","406"
"89(1,A12)","Unknown31","66207.45312","451.01611","22126.71875","7333.146","348.92163","12063.02051","107406.21875","203041.14062","50.91333","1399.6665","290.31055","4689.50879","228769.23438","4874.82812","989.53906","1032"
"90(1,B12)","Unknown32","21720.07812","471.80542","18794.48828","40444.04297","649.7063","8813.66504","20219.59375","205304.01562","217.45972","6029.74463","1916.4834","7340.4873","473052.59375","8337.64844","761.29688","1332"
"91(1,C12)","Unknown33","44242.84375","2293.70117","74282.01562","7467.3667","932.38599","23546.89844","76311.03125","253337.28125","30.24194","1764.08789","3191.84961","14380.48145","477412.125","5222.56738","2517.66211","893"
"92(1,D12)","Unknown34","87913.27344","3409.27344","56647.83594","11796.62695","851.29443","45387.99219","285776.25","179408.03125","372.08716","2655.96045","2116.08789","10411.12793","282898.5","1952.61719","5581.31689","1029"
"93(1,E12)","Unknown35","38772.14453","1581.34131","48344.39062","7745.91162","417.19336","71217.10938","79076.3125","174200.14062","-119.94653","2448.89697","1869.72656","7224.89648","248551.70312","2759.40283","1034.54858","1133"
"94(1,F12)","Unknown36","47034.98828","4858.90625","42446.55469","23608.08594","397.97656","25155.66797","31315.60352","200542.45312","-88.93262","10453.30273","3538.14844","16484.15234","397968.46875","5447.29199","612.85596","1090"
"95(1,G12)","Unknown37","228403.625","174.2373","29147.17969","22488.07422","452.32471","11808.91504","618247.875","147695.17188","45.14868","1736.12939","3274.08203","4166.8252","461436.78125","3115.87988","3710.4873","1170"
